cluster_id,cluster_leader,canonical_name,name,frequency,score_to_leader,cluster_size,canonical_frequency,all_variants
1214,"University of Ljubljana, Faculty of Sport","University of Ljubljana, Faculty of Sport","University of Ljubljana, Faculty of Sport",1,100.0,1,1,"University of Ljubljana, Faculty of Sport"
1215,The European Institute of Retailing and Services Studies,The European Institute of Retailing and Services Studies,The European Institute of Retailing and Services Studies,1,100.0,1,1,The European Institute of Retailing and Services Studies
1216,Foundation for European Progressive Studies,Foundation for European Progressive Studies,Foundation for European Progressive Studies,1,100.0,1,1,Foundation for European Progressive Studies
1217,Faculty of Arts of the University of Porto,Faculty of Arts of the University of Porto,Faculty of Arts of the University of Porto,1,100.0,1,1,Faculty of Arts of the University of Porto
1218,SB Communications,SB Communications,SB Communications,1,100.0,1,1,SB Communications
1219,National Guard Health Affairs Kingdom Saudi Arabia,National Guard Health Affairs Kingdom Saudi Arabia,National Guard Health Affairs Kingdom Saudi Arabia,1,100.0,1,1,National Guard Health Affairs Kingdom Saudi Arabia
1220,Pontificia Universidade Catolica do Parana,Pontificia Universidade Catolica do Parana,Pontificia Universidade Catolica do Parana,1,100.0,1,1,Pontificia Universidade Catolica do Parana
1221,University of Glasgow,University of Glasgow,University of Glasgow,3,100.0,1,3,University of Glasgow
1222,Federation of Turkish Society of Pathology,Federation of Turkish Society of Pathology,Federation of Turkish Society of Pathology,1,100.0,1,1,Federation of Turkish Society of Pathology
1223,Carlyle Studies Annual,Carlyle Studies Annual,Carlyle Studies Annual,1,100.0,1,1,Carlyle Studies Annual
1224,National Institute for Health Research Journals Library (NIHR Journals Library),National Institute for Health Research Journals Library (NIHR Journals Library),National Institute for Health Research Journals Library (NIHR Journals Library),1,100.0,1,1,National Institute for Health Research Journals Library (NIHR Journals Library)
1225,IJERAS,IJERAS,IJERAS,1,100.0,1,1,IJERAS
1226,Social Work Action Network Ireland,Social Work Action Network Ireland,Social Work Action Network Ireland,1,100.0,1,1,Social Work Action Network Ireland
1227,EECERA,EECERA,EECERA,1,100.0,1,1,EECERA
1228,International Association for Assyriology,International Association for Assyriology,International Association for Assyriology,1,100.0,1,1,International Association for Assyriology
1229,Société pour l’étude du Proche-Orient ancien (SEPOA),Société pour l’étude du Proche-Orient ancien (SEPOA),Société pour l’étude du Proche-Orient ancien (SEPOA),1,100.0,1,1,Société pour l’étude du Proche-Orient ancien (SEPOA)
1230,SAI Organization,SAI Organization,SAI Organization,1,100.0,1,1,SAI Organization
1231,University of Rijeka,University of Rijeka,University of Rijeka,1,100.0,1,1,University of Rijeka
1232,"University of Keele, Learning and Professional Development Centre (LPDC)","University of Keele, Learning and Professional Development Centre (LPDC)","University of Keele, Learning and Professional Development Centre (LPDC)",1,100.0,1,1,"University of Keele, Learning and Professional Development Centre (LPDC)"
1233,BILD,BILD,BILD,1,100.0,1,1,BILD
1234,Polyteknisk Forlag,Polyteknisk Forlag,Polyteknisk Forlag,1,100.0,1,1,Polyteknisk Forlag
1235,University College Cork,University College Cork,University College Cork,1,100.0,1,1,University College Cork
1236,Regional Furniture Society,Regional Furniture Society,Regional Furniture Society,5,100.0,1,5,Regional Furniture Society
1237,Northamptonshire Record Society,Northamptonshire Record Society,Northamptonshire Record Society,1,100.0,1,1,Northamptonshire Record Society
1238,Stichting Werkgroep Adelgeschiedenis,Stichting Werkgroep Adelgeschiedenis,Stichting Werkgroep Adelgeschiedenis,1,100.0,1,1,Stichting Werkgroep Adelgeschiedenis
1239,The Society for Applied Microbiology (SfAM),The Society for Applied Microbiology (SfAM),The Society for Applied Microbiology (SfAM),1,100.0,1,1,The Society for Applied Microbiology (SfAM)
1240,"European Centre for Research, Training and Development (ECRTD)","European Centre for Research, Training and Development (ECRTD)","European Centre for Research, Training and Development (ECRTD)",1,100.0,1,1,"European Centre for Research, Training and Development (ECRTD)"
1241,Universitat Politecnica de Valencia,Universitat Politècnica de València,Universitat Politècnica de València,3,94.28571428571428,2,3,"Universitat Politecnica de Valencia, Universitat Politècnica de València"
1241,Universitat Politecnica de Valencia,Universitat Politècnica de València,Universitat Politecnica de Valencia,1,100.0,2,3,"Universitat Politecnica de Valencia, Universitat Politècnica de València"
1242,https://theconversation.com/why-urban-legends-are-more-powerful-than-ever-76718,https://theconversation.com/why-urban-legends-are-more-powerful-than-ever-76718,https://theconversation.com/why-urban-legends-are-more-powerful-than-ever-76718,1,100.0,1,1,https://theconversation.com/why-urban-legends-are-more-powerful-than-ever-76718
1243,Japan Laser Processing Society,Japan Laser Processing Society,Japan Laser Processing Society,1,100.0,1,1,Japan Laser Processing Society
1244,University of Zilina,University of Zilina,University of Zilina,1,100.0,1,1,University of Zilina
1245,Uniwersytet im. Adama Mickiewicza w Poznaniu,Uniwersytet im. Adama Mickiewicza w Poznaniu,Uniwersytet im. Adama Mickiewicza w Poznaniu,1,100.0,1,1,Uniwersytet im. Adama Mickiewicza w Poznaniu
1246,Playing Pasts,Playing Pasts,Playing Pasts,2,100.0,1,2,Playing Pasts
1247,WCPT,WCPT,WCPT,3,100.0,1,3,WCPT
1248,Texas Social Media Research Institute,Texas Social Media Research Institute,Texas Social Media Research Institute,1,100.0,1,1,Texas Social Media Research Institute
1249,Research Institute of Curriculum and Instruction (RICI) at Ewha Womans University,Research Institute of Curriculum and Instruction (RICI) at Ewha Womans University,Research Institute of Curriculum and Instruction (RICI) at Ewha Womans University,1,100.0,1,1,Research Institute of Curriculum and Instruction (RICI) at Ewha Womans University
1250,FSJ,FSJ,FSJ,1,100.0,1,1,FSJ
1251,Musée de la Toile de Jouy and HEC,Musée de la Toile de Jouy and HEC,Musée de la Toile de Jouy and HEC,1,100.0,1,1,Musée de la Toile de Jouy and HEC
1252,Peertechz,Peertechz,Peertechz,1,100.0,1,1,Peertechz
1253,Universidade Estadual da Paraiba,Universidade Estadual da Paraiba,Universidade Estadual da Paraiba,1,100.0,2,1,"Universidade Estadual da Paraiba, Universidade Estadual de Campinas"
1253,Universidade Estadual da Paraiba,Universidade Estadual da Paraiba,Universidade Estadual de Campinas,1,51.28205128205128,2,1,"Universidade Estadual da Paraiba, Universidade Estadual de Campinas"
1254,http://www.semanticaudio.co.uk/events/wimp2017/,http://www.semanticaudio.co.uk/events/wimp2017/,http://www.semanticaudio.co.uk/events/wimp2017/,1,100.0,1,1,http://www.semanticaudio.co.uk/events/wimp2017/
1255,Institute of Place Management,Institute of Place Management,Institute of Place Management,2,100.0,2,2,"Institute of Place Management, The Institute of Place Management"
1255,Institute of Place Management,Institute of Place Management,The Institute of Place Management,2,100.0,2,2,"Institute of Place Management, The Institute of Place Management"
1256,Wissenschaftlicher Verlag Trier,Wissenschaftlicher Verlag Trier,Wissenschaftlicher Verlag Trier,1,100.0,1,1,Wissenschaftlicher Verlag Trier
1257,Paris Legal Publishers,Paris Legal Publishers,Paris Legal Publishers,3,100.0,1,3,Paris Legal Publishers
1258,Podia in Manchester,Podia in Manchester,Podia in Manchester,1,100.0,1,1,Podia in Manchester
1259,Economic & Political Weekly,Economic & Political Weekly,Economic & Political Weekly,1,100.0,1,1,Economic & Political Weekly
1260,ALCESXXI,ALCESXXI,ALCESXXI,1,100.0,1,1,ALCESXXI
1261,Imprensa da Universidade de Coimbra,Imprensa da Universidade de Coimbra,Imprensa da Universidade de Coimbra,1,100.0,1,1,Imprensa da Universidade de Coimbra
1262,Revista Peonza,Revista Peonza,Revista Peonza,1,100.0,1,1,Revista Peonza
1263,Universidade do Estado de Santa Catarina,Universidade do Estado de Santa Catarina,Universidade do Estado de Santa Catarina,1,100.0,1,1,Universidade do Estado de Santa Catarina
1264,Grupo de Estudios sobre lo Fantástico,Grupo de Estudios sobre lo Fantástico,Grupo de Estudios sobre lo Fantástico,1,100.0,1,1,Grupo de Estudios sobre lo Fantástico
1265,Editorial Delirio,Editorial Delirio,Editorial Delirio,2,100.0,1,2,Editorial Delirio
1266,"Libreria Ediciones y Publicaciones, S.A.","Libreria Ediciones y Publicaciones, S.A.","Libreria Ediciones y Publicaciones, S.A.",1,100.0,1,1,"Libreria Ediciones y Publicaciones, S.A."
1267,European Council of Social Research of Latin America,European Council of Social Research of Latin America,European Council of Social Research of Latin America,1,100.0,1,1,European Council of Social Research of Latin America
1268,Asociacion de Sociologia de la Educacion,Asociacion de Sociologia de la Educacion,Asociacion de Sociologia de la Educacion,1,100.0,1,1,Asociacion de Sociologia de la Educacion
1269,VBRI Press,VBRI Press,VBRI Press,1,100.0,1,1,VBRI Press
1270,International Public Policy Association (IPPA),International Public Policy Association (IPPA),International Public Policy Association (IPPA),1,100.0,1,1,International Public Policy Association (IPPA)
1271,‘Henri Coandă’ Air Force Academy Publishing House,‘Henri Coandă’ Air Force Academy Publishing House,‘Henri Coandă’ Air Force Academy Publishing House,1,100.0,1,1,‘Henri Coandă’ Air Force Academy Publishing House
1272,Karolinum Press,Karolinum Press,Karolinum Press,1,100.0,1,1,Karolinum Press
1273,University of Graz,University of Graz,University of Graz,1,100.0,1,1,University of Graz
1274,Business Disability Forum,Business Disability Forum,Business Disability Forum,1,100.0,1,1,Business Disability Forum
1275,University of Cumbria,University of Cumbria,University of Cumbria,1,100.0,1,1,University of Cumbria
1276,Maryland Institute for Technology in the Humanities (MITH),Maryland Institute for Technology in the Humanities (MITH),Maryland Institute for Technology in the Humanities (MITH),1,100.0,1,1,Maryland Institute for Technology in the Humanities (MITH)
1277,European Language Resources Association,European Language Resources Association,European Language Resources Association,2,100.0,1,2,European Language Resources Association
1278,European Association for Lexicography,European Association for Lexicography,European Association for Lexicography,1,100.0,1,1,European Association for Lexicography
1279,International Biogeography Society/eScholarship,International Biogeography Society/eScholarship,International Biogeography Society/eScholarship,1,100.0,1,1,International Biogeography Society/eScholarship
1280,The Poetry Society,The Poetry Society,The Poetry Society,2,100.0,1,2,The Poetry Society
1281,"Centre for Excellence in Learning and Teaching (CELT), Manchester Metropolitan University","Centre for Excellence in Learning and Teaching (CELT), Manchester Metropolitan University","Centre for Excellence in Learning and Teaching (CELT), Manchester Metropolitan University",2,100.0,1,2,"Centre for Excellence in Learning and Teaching (CELT), Manchester Metropolitan University"
1282,"Paris Scholar Publishing, Ltd.","Paris Scholar Publishing, Ltd.","Paris Scholar Publishing, Ltd.",1,100.0,1,1,"Paris Scholar Publishing, Ltd."
1283,DAAAM International Vienna,DAAAM International Vienna,DAAAM International Vienna,1,100.0,1,1,DAAAM International Vienna
1284,"BCS, The Chartered Institute for IT","BCS, The Chartered Institute for IT","BCS, The Chartered Institute for IT",3,100.0,1,3,"BCS, The Chartered Institute for IT"
1285,"The Institute for Educational Cybernetics, University of Bolton","The Institute for Educational Cybernetics, University of Bolton","The Institute for Educational Cybernetics, University of Bolton",1,100.0,1,1,"The Institute for Educational Cybernetics, University of Bolton"
1286,University of Bolton,University of Bolton,University of Bolton,1,100.0,1,1,University of Bolton
1287,SEDA,SEDA,SEDA,1,100.0,1,1,SEDA
1288,ACM New York,ACM New York,ACM New York,1,100.0,1,1,ACM New York
1289,Research India Publications,Research India Publications,Research India Publications,1,100.0,1,1,Research India Publications
1290,International Foundation for Autonomous Agents and Multiagent Systems,International Foundation for Autonomous Agents and Multiagent Systems,International Foundation for Autonomous Agents and Multiagent Systems,1,100.0,2,1,"International Foundation for Autonomous Agents and MultiAgent Systems (IFAAMAS), International Foundation for Autonomous Agents and Multiagent Systems"
1290,International Foundation for Autonomous Agents and Multiagent Systems,International Foundation for Autonomous Agents and Multiagent Systems,International Foundation for Autonomous Agents and MultiAgent Systems (IFAAMAS),1,90.0,2,1,"International Foundation for Autonomous Agents and MultiAgent Systems (IFAAMAS), International Foundation for Autonomous Agents and Multiagent Systems"
1291,CEAA and DARQ/ESAP,CEAA and DARQ/ESAP,CEAA and DARQ/ESAP,1,100.0,1,1,CEAA and DARQ/ESAP
1292,https://meetingorganizer.copernicus.org/EGU2018/sessionprogramme,https://meetingorganizer.copernicus.org/EGU2018/sessionprogramme,https://meetingorganizer.copernicus.org/EGU2018/sessionprogramme,1,100.0,1,1,https://meetingorganizer.copernicus.org/EGU2018/sessionprogramme
1293,Centre de Droit et d'Economie du Sport (C D E S),Centre de Droit et d'Economie du Sport (C D E S),Centre de Droit et d'Economie du Sport (C D E S),1,100.0,1,1,Centre de Droit et d'Economie du Sport (C D E S)
1294,EMW Publishing,EMW Publishing,EMW Publishing,2,100.0,1,2,EMW Publishing
1295,International Summit of Cooperatives,International Summit of Cooperatives,International Summit of Cooperatives,1,100.0,1,1,International Summit of Cooperatives
1296,ISBE,ISBE,ISBE,1,100.0,1,1,ISBE
1297,European Association of Zoos and Aquaria,European Association of Zoos and Aquaria,European Association of Zoos and Aquaria,3,100.0,1,3,European Association of Zoos and Aquaria
1298,CEUR-WS,CEUR-WS,CEUR-WS.org,1,77.77777777777779,2,2,"CEUR-WS, CEUR-WS.org"
1298,CEUR-WS,CEUR-WS,CEUR-WS,2,100.0,2,2,"CEUR-WS, CEUR-WS.org"
1299,"University of Tartu, Estonian National Museum, Estonian Literary Museum","University of Tartu, Estonian National Museum, Estonian Literary Museum","University of Tartu, Estonian National Museum, Estonian Literary Museum",1,100.0,1,1,"University of Tartu, Estonian National Museum, Estonian Literary Museum"
1300,http://sites.marjon.ac.uk/uksdn2017/,http://sites.marjon.ac.uk/uksdn2017/,http://sites.marjon.ac.uk/uksdn2017/,1,100.0,1,1,http://sites.marjon.ac.uk/uksdn2017/
1301,The Leisure Media Company Ltd.,The Leisure Media Company Ltd.,The Leisure Media Company Ltd.,1,100.0,1,1,The Leisure Media Company Ltd.
1302,Federación Española de Docentes de Educación Física,Federación Española de Docentes de Educación Física,Federación Española de Docentes de Educación Física,1,100.0,1,1,Federación Española de Docentes de Educación Física
1303,Manchester: Lansdowne Publishing,Manchester: Lansdowne Publishing,Manchester: Lansdowne Publishing,3,100.0,1,3,Manchester: Lansdowne Publishing
1304,Lansdowne Publishing,Lansdowne Publishing,Lansdowne Publishing,1,100.0,1,1,Lansdowne Publishing
1305,Sapienza Università di Roma,Sapienza Università di Roma,Sapienza Università di Roma,1,100.0,1,1,Sapienza Università di Roma
1306,Keele Law Review,Keele University,Keele University,1,71.42857142857143,2,1,"Keele Law Review, Keele University"
1306,Keele Law Review,Keele University,Keele Law Review,1,100.0,2,1,"Keele Law Review, Keele University"
1307,Université de Bordeaux,Université de Bordeaux,Université de Bordeaux,1,100.0,1,1,Université de Bordeaux
1308,Associazione Pragma,Associazione Pragma,Associazione Pragma,1,100.0,1,1,Associazione Pragma
1309,NCRI Cancer Conference,NCRI Cancer Conference,NCRI Cancer Conference,1,100.0,1,1,NCRI Cancer Conference
1310,"Centre for Enterprise, Manchester Metropolitan University","Centre for Enterprise, Manchester Metropolitan University","Centre for Enterprise, Manchester Metropolitan University",1,100.0,1,1,"Centre for Enterprise, Manchester Metropolitan University"
1311,ACS,ACS,ACS,4,100.0,2,4,"ACS, ACS Publications"
1311,ACS,ACS,ACS Publications,2,100.0,2,4,"ACS, ACS Publications"
1312,Techno-Press,Techno-Press,Techno-Press,1,100.0,1,1,Techno-Press
1313,World Economics Association,World Economics Association,World Economics Association,1,100.0,1,1,World Economics Association
1314,ITESM,ITESM,ITESM,1,100.0,1,1,ITESM
1315,Euronoise,Euronoise,Euronoise,1,100.0,1,1,Euronoise
1316,Institute of Administrative Management,Institute of Administrative Management,Institute of Administrative Management,1,100.0,1,1,Institute of Administrative Management
1317,Vandenhoeck & Ruprecht GmbH & Co.,Vandenhoeck & Ruprecht GmbH & Co.,Vandenhoeck & Ruprecht GmbH & Co.,1,100.0,1,1,Vandenhoeck & Ruprecht GmbH & Co.
1318,AIMS Press,AIMS Press,AIMS Press,4,100.0,1,4,AIMS Press
1319,NorCal Publications,NorCal Publications,NorCal Publications,1,100.0,1,1,NorCal Publications
1320,The International Society for the History of Physical Education and Sport,The International Society for the History of Physical Education and Sport,The International Society for the History of Physical Education and Sport,1,100.0,1,1,The International Society for the History of Physical Education and Sport
1321,The Conservation Trust,The Conservation Trust,The Conservation Trust,1,100.0,1,1,The Conservation Trust
1322,Carnegie Publishing,Carnegie Publishing,Carnegie Publishing,1,100.0,1,1,Carnegie Publishing
1323,Refugee Studies Centre,Refugee Studies Centre,Refugee Studies Centre,1,100.0,1,1,Refugee Studies Centre
1324,H-France,H-France,H-France,2,100.0,1,2,H-France
1325,Symposium Books,Symposium Books,Symposium Books,1,100.0,1,1,Symposium Books
1326,Centre for Research into Post-Communist Economies,Centre for Research into Post-Communist Economies,Centre for Research into Post-Communist Economies,1,100.0,1,1,Centre for Research into Post-Communist Economies
1327,Blazon Publishing,Blazon Publishing,Blazon Publishing,1,100.0,1,1,Blazon Publishing
1328,Finnish Association of Civil Engineers RIL,Finnish Association of Civil Engineers RIL,Finnish Association of Civil Engineers RIL,1,100.0,1,1,Finnish Association of Civil Engineers RIL
1329,EGU,EGU,EGU,9,100.0,1,9,EGU
1330,United Nations Convention to Combat Desertification (UNCCD),United Nations Convention to Combat Desertification (UNCCD),United Nations Convention to Combat Desertification (UNCCD),1,100.0,1,1,United Nations Convention to Combat Desertification (UNCCD)
1331,http://www.earsel.org/symposia/2013-symposium-Matera/index.php,http://www.earsel.org/symposia/2013-symposium-Matera/index.php,http://www.earsel.org/symposia/2013-symposium-Matera/index.php,1,100.0,1,1,http://www.earsel.org/symposia/2013-symposium-Matera/index.php
1332,Humberside College of Higher Education,Humberside College of Higher Education,Humberside College of Higher Education,1,100.0,1,1,Humberside College of Higher Education
1333,"Centre for Regional Economic and Social Research, Sheffield Hallam University","Centre for Regional Economic and Social Research, Sheffield Hallam University","Centre for Regional Economic and Social Research, Sheffield Hallam University",1,100.0,1,1,"Centre for Regional Economic and Social Research, Sheffield Hallam University"
1334,Australian Institute of Criminology,Australian Institute of Criminology,Australian Institute of Criminology,1,100.0,1,1,Australian Institute of Criminology
1335,International Federation for Heat Treatment & Surface Engineering ( IFHTSE ),International Federation for Heat Treatment & Surface Engineering ( IFHTSE ),International Federation for Heat Treatment & Surface Engineering ( IFHTSE ),1,100.0,1,1,International Federation for Heat Treatment & Surface Engineering ( IFHTSE )
1336,eska-publishing.com,eska-publishing.com,eska-publishing.com,1,100.0,1,1,eska-publishing.com
1337,"Universidade Federal de Santa Catarina, Programa de Pós Graduação em Enfermagem","Universidade Federal de Santa Catarina, Programa de Pós Graduação em Enfermagem","Universidade Federal de Santa Catarina, Programa de Pós Graduação em Enfermagem",1,100.0,1,1,"Universidade Federal de Santa Catarina, Programa de Pós Graduação em Enfermagem"
1338,History Workshop,History Workshop,History Workshop,1,100.0,1,1,History Workshop
1339,Curran Associates Inc.,Curran Associates Inc.,Curran Associates Inc.,1,100.0,1,1,Curran Associates Inc.
1340,"Watson Institute for International and Public Affairs, Brown University","Watson Institute for International and Public Affairs, Brown University","Watson Institute for International and Public Affairs, Brown University",1,100.0,1,1,"Watson Institute for International and Public Affairs, Brown University"
1341,Brock University,Brock University,Brock University,1,100.0,1,1,Brock University
1342,Universiti Putra Malaysia,Universiti Putra Malaysia,Universiti Putra Malaysia,1,100.0,1,1,Universiti Putra Malaysia
1343,NCT,NCT,NCT,1,100.0,1,1,NCT
1344,"International Academy, Research, and Industry Association (IARIA)","International Academy, Research, and Industry Association (IARIA)","International Academy, Research, and Industry Association (IARIA)",2,100.0,1,2,"International Academy, Research, and Industry Association (IARIA)"
1345,Knowledge Enterprises Incorporated,Knowledge Enterprises Incorporated,Knowledge Enterprises Incorporated,1,100.0,1,1,Knowledge Enterprises Incorporated
1346,Chartered Banker,Chartered College of Teaching,Chartered Banker,1,100.0,3,4,"Chartered Banker, Chartered College of Teaching, The Chartered College of Teaching"
1346,Chartered Banker,Chartered College of Teaching,The Chartered College of Teaching,1,52.94117647058824,3,4,"Chartered Banker, Chartered College of Teaching, The Chartered College of Teaching"
1346,Chartered Banker,Chartered College of Teaching,Chartered College of Teaching,4,52.94117647058824,3,4,"Chartered Banker, Chartered College of Teaching, The Chartered College of Teaching"
1347,PuntoOrg,PuntoOrg,PuntoOrg,1,100.0,1,1,PuntoOrg
1348,Henry Stewart,Henry Stewart Publications,Henry Stewart,1,100.0,2,4,"Henry Stewart, Henry Stewart Publications"
1348,Henry Stewart,Henry Stewart Publications,Henry Stewart Publications,4,100.0,2,4,"Henry Stewart, Henry Stewart Publications"
1349,Korea Society of Internet Information,Korea Society of Internet Information,Korea Society of Internet Information,1,100.0,1,1,Korea Society of Internet Information
1350,Simon Fraser University,Simon Fraser University,Simon Fraser University,1,100.0,1,1,Simon Fraser University
1351,University of Szeged,University of Szeged,University of Szeged,2,100.0,1,2,University of Szeged
1352,Bahri Publications,Bahri Publications,Bahri Publications,2,100.0,1,2,Bahri Publications
1353,Nagalro,Nagalro,Nagalro,2,100.0,1,2,Nagalro
1354,Roehrig-Verlag,Roehrig-Verlag,Roehrig-Verlag,1,100.0,1,1,Roehrig-Verlag
1355,West University,West University,West University,1,100.0,1,1,West University
1356,West University in Timisoara,West University in Timisoara,West University in Timisoara,1,100.0,1,1,West University in Timisoara
1357,Colourfield Publishing,Colourfield Publishing,Colourfield Publishing,2,100.0,1,2,Colourfield Publishing
1358,CIOL,CIOL,CIOL,1,100.0,1,1,CIOL
1359,European Committee for Sports History,European Committee for Sports History,European Committee for Sports History,1,100.0,1,1,European Committee for Sports History
1360,Edições Universitárias Lusófonas,Edições Universitárias Lusófonas,Edições Universitárias Lusófonas,1,100.0,1,1,Edições Universitárias Lusófonas
1361,EBSCO Publishing,EBSCO Publishing,EBSCO Publishing,2,100.0,1,2,EBSCO Publishing
1362,Lectito,Lectito,Lectito,1,100.0,1,1,Lectito
1363,"University of Greenwich, Educational Development Unit","University of Greenwich, Educational Development Unit","University of Greenwich, Educational Development Unit",1,100.0,1,1,"University of Greenwich, Educational Development Unit"
1364,Hymns Ancient & Modern,Hymns Ancient & Modern,Hymns Ancient & Modern,2,100.0,1,2,Hymns Ancient & Modern
1365,ELINET: European Literacy Policy Network,ELINET: European Literacy Policy Network,ELINET: European Literacy Policy Network,1,100.0,1,1,ELINET: European Literacy Policy Network
1366,Cheshire Local History Association,Cheshire Local History Association,Cheshire Local History Association,1,100.0,1,1,Cheshire Local History Association
1367,Sri Arup Roy,Sri Arup Roy,Sri Arup Roy,1,100.0,1,1,Sri Arup Roy
1368,International Association of Societies of Design Research,International Association of Societies of Design Research,International Association of Societies of Design Research,2,100.0,1,2,International Association of Societies of Design Research
1369,TU Press,TU Press,TU Press,1,100.0,1,1,TU Press
1370,European Association of Geoscientists & Engineers,European Association of Geoscientists & Engineers,European Association of Geoscientists & Engineers,1,100.0,1,1,European Association of Geoscientists & Engineers
1371,Department of Social Communication of National research Tomsk State University,Department of Social Communication of National research Tomsk State University,Department of Social Communication of National research Tomsk State University,1,100.0,1,1,Department of Social Communication of National research Tomsk State University
1372,Nai010,Nai010,Nai010,1,100.0,1,1,Nai010
1373,Universidade de aveiro,Universidade de aveiro,Universidade de aveiro,1,100.0,1,1,Universidade de aveiro
1374,Institute Designers Ireland,Institute Designers Ireland,Institute Designers Ireland,1,100.0,1,1,Institute Designers Ireland
1375,Journal of Working-Class Studies Association,Journal of Working-Class Studies Association,Journal of Working-Class Studies Association,1,100.0,1,1,Journal of Working-Class Studies Association
1376,CILIP: The library and information association,CILIP: The library and information association,CILIP: The library and information association,1,100.0,1,1,CILIP: The library and information association
1377,Medisrcipt Ltd,Medisrcipt Ltd,Medisrcipt Ltd,5,100.0,1,5,Medisrcipt Ltd
1378,Mednow Publications,Mednow Publications,Mednow Publications,1,100.0,1,1,Mednow Publications
1379,OAT (Open Access Text),OAT (Open Access Text),OAT (Open Access Text),1,100.0,1,1,OAT (Open Access Text)
1380,Advance HE,Advance HE,Advance HE,2,100.0,1,2,Advance HE
1381,MA Education,MA Education,MA Education,1,100.0,1,1,MA Education
1382,https://www.academyofmarketing.org/conference/conference-2019/,https://www.academyofmarketing.org/conference/conference-2019/,https://www.academyofmarketing.org/conference/conference-2019/,1,100.0,1,1,https://www.academyofmarketing.org/conference/conference-2019/
1383,Society for French Historical Studies,Society for French Historical Studies,Society for French Historical Studies,1,100.0,1,1,Society for French Historical Studies
1384,British Ornithologists' Club,British Ornithologists' Club,British Ornithologists' Club,1,100.0,1,1,British Ornithologists' Club
1385,International Journal of Recent Scientific Research Research,International Journal of Recent Scientific Research Research,International Journal of Recent Scientific Research Research,1,100.0,1,1,International Journal of Recent Scientific Research Research
1386,"University of Lincoln, School of Film and Media and Changer Agency","University of Lincoln, School of Film and Media and Changer Agency","University of Lincoln, School of Film and Media and Changer Agency",1,100.0,1,1,"University of Lincoln, School of Film and Media and Changer Agency"
1387,PMA,PMA,PMA,1,100.0,1,1,PMA
1388,University of Alberta,University of Alberta,University of Alberta,3,100.0,1,3,University of Alberta
1389,PIERS,PIERS,PIERS,1,100.0,1,1,PIERS
1390,Institute of Dialogue Studies,Institute of Dialogue Studies,Institute of Dialogue Studies,1,100.0,1,1,Institute of Dialogue Studies
1391,Solicitors Journal,Solicitors Journal,Solicitors Journal,1,100.0,1,1,Solicitors Journal
1392,"Department of Architecture, University of Bologna","Department of Architecture, University of Bologna","Department of Architecture, University of Bologna",1,100.0,1,1,"Department of Architecture, University of Bologna"
1393,BPS,BPS,BPS,1,100.0,1,1,BPS
1394,International Council of Sport Science and Physical Education,International Council of Sport Science and Physical Education,International Council of Sport Science and Physical Education,1,100.0,1,1,International Council of Sport Science and Physical Education
1395,Chartered Institute of Ergonomics & Human Factors,Chartered Institute of Ergonomics & Human Factors,Chartered Institute of Ergonomics & Human Factors,1,100.0,1,1,Chartered Institute of Ergonomics & Human Factors
1396,Association for Physical Education,University of Physical Education in Krakow,Association for Physical Education,1,100.0,3,5,"Association for Physical Education, University School of Physical Education in Krakow, University of Physical Education in Krakow"
1396,Association for Physical Education,University of Physical Education in Krakow,University of Physical Education in Krakow,5,83.72093023255813,3,5,"Association for Physical Education, University School of Physical Education in Krakow, University of Physical Education in Krakow"
1396,Association for Physical Education,University of Physical Education in Krakow,University School of Physical Education in Krakow,1,83.72093023255813,3,5,"Association for Physical Education, University School of Physical Education in Krakow, University of Physical Education in Krakow"
1397,Lincoln Higher Education Research Institute,Lincoln Higher Education Research Institute,Lincoln Higher Education Research Institute,1,100.0,1,1,Lincoln Higher Education Research Institute
1398,Mercy College,Mercy College,Mercy College,2,100.0,1,2,Mercy College
1399,SCITEPRESS - Science and Technology Publications,SCITEPRESS - Science and Technology Publications,SCITEPRESS - Science and Technology Publications,1,100.0,1,1,SCITEPRESS - Science and Technology Publications
1400,ASE Publishing,ASE Publishing,ASE Publishing,1,100.0,1,1,ASE Publishing
1401,NMU Commons,NMU Commons,NMU Commons,5,100.0,1,5,NMU Commons
1402,Lifewide Education,Lifewide Education,Lifewide Education,1,100.0,1,1,Lifewide Education
1403,Western Front Association,The University of Western Ontario,The University of Western Ontario,2,78.57142857142857,2,2,"The University of Western Ontario, Western Front Association"
1403,Western Front Association,The University of Western Ontario,Western Front Association,1,100.0,2,2,"The University of Western Ontario, Western Front Association"
1404,"Goldsmiths, University of London","Goldsmiths, University of London","Goldsmiths, University of London",2,100.0,1,2,"Goldsmiths, University of London"
1405,"NUVO Magazine, Vancouver, Canada","NUVO Magazine, Vancouver, Canada","NUVO Magazine, Vancouver, Canada",1,100.0,1,1,"NUVO Magazine, Vancouver, Canada"
1406,Gavin Publishers,Gavin Publishers,Gavin Publishers,1,100.0,1,1,Gavin Publishers
1407,Crimson Publishers,Crimson Publishers,Crimson Publishers,1,100.0,1,1,Crimson Publishers
1408,PKP,PKP,PKP,1,100.0,1,1,PKP
1409,IATED,IATED,IATED Academy,1,100.0,2,4,"IATED, IATED Academy"
1409,IATED,IATED,IATED,4,100.0,2,4,"IATED, IATED Academy"
